player_id,first_name,last_name,birthdate,school,country,last_affiliation,height,weight,jersey_num,position,team_id,from_year,to_year
21,Greg,Anthony,1967-11-15 00:00:00,UNLV,USA,UNLV/USA,6-1,180.0,50,Guard,1610612752,1991.0,2001.0
201202,Joel,Anthony,1982-08-09 00:00:00,UNLV,Canada,UNLV/Canada,6-9,245.0,30,Center,1610612748,2007.0,2016.0
203544,Pero,Antic,1982-07-29 00:00:00,Olympiacos,Macedonia,Olympiacos/Macedonia,6-11,260.0,6,Forward-Center,1610612737,2013.0,2014.0
1628384,O.G.,Anunoby,1997-07-17 00:00:00,Indiana,United Kingdom,Indiana/United Kingdom,6-7,232.0,3,Forward,1610612761,2017.0,2023.0
2737,Rafael,Araujo,1980-08-12 00:00:00,Brigham Young,Brazil,Brigham Young/Brazil,6-11,270.0,55,Center,1610612761,2004.0,2006.0
76053,Stacey,Arceneaux,1936-02-17 00:00:00,Iowa State,USA,Iowa State/USA,6-4,210.0,,Forward,1610612737,1961.0,1961.0
76054,Nate,Archibald,1948-09-02 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-1,150.0,1,Guard,1610612758,1970.0,1983.0
2425,Robert,Archibald,1980-03-29 00:00:00,Illinois,Scotland,Illinois/Scotland,6-11,250.0,34,Forward,1610612761,2002.0,2003.0
1627853,Ryan,Arcidiacono,1994-03-26 00:00:00,Villanova,USA,Villanova/USA,6-3,195.0,,Guard,0,2017.0,2022.0
76055,Jim,Ard,1948-09-19 00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,215.0,34,Center,1610612738,1974.0,1977.0
2240,Gilbert,Arenas,1982-01-06 00:00:00,Arizona,USA,Arizona/USA,6-4,215.0,10,Guard,1610612764,2001.0,2011.0
2772,Trevor,Ariza,1985-06-30 00:00:00,UCLA,USA,UCLA/USA,6-8,215.0,,Forward,0,2004.0,2021.0
76056,Paul,Arizin,1928-04-09 00:00:00,Villanova,USA,Villanova/USA,6-4,190.0,11,Forward,1610612744,1950.0,1961.0
76057,Joe,Arlauckas,1965-07-20 00:00:00,Niagara,USA,Niagara/USA,6-9,230.0,53,Forward,1610612758,1987.0,1987.0
769,B.J.,Armstrong,1967-09-09 00:00:00,Iowa,USA,Iowa/USA,6-2,185.0,11,Guard,1610612741,1989.0,1999.0
2220,Brandon,Armstrong,1980-06-16 00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,185.0,1,Guard,1610612751,2001.0,2003.0
353,Darrell,Armstrong,1968-06-22 00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180.0,10,Guard,1610612753,1994.0,2007.0
200756,Hilton,Armstrong,1984-11-23 00:00:00,Connecticut,USA,Connecticut/USA,6-11,235.0,57,Forward-Center,1610612740,2006.0,2013.0
76059,Tate,Armstrong,1955-10-05 00:00:00,Duke,USA,Duke/USA,6-3,175.0,14,Guard,1610612741,1977.0,1978.0
76062,Jesse,Arnelle,1933-12-30 00:00:00,Penn State,USA,Penn State/USA,6-5,220.0,15-18,Forward,1610612765,1955.0,1955.0
76064,Bob,Arnzen,1947-11-03 00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205.0,21-30,Forward,1610612758,1970.0,1970.0
2306,Carlos,Arroyo,1979-07-30 00:00:00,Florida International,Puerto Rico,Florida International/Puerto Rico,6-2,200.0,45,Guard,1610612753,2001.0,2010.0
201589,Darrell,Arthur,1988-03-25 00:00:00,Kansas,USA,Kansas/USA,6-9,235.0,00,Forward,1610612743,2008.0,2017.0
76065,John,Arthurs,1947-08-15 00:00:00,Tulane,USA,Tulane/USA,6-4,185.0,12,Guard,1610612749,1969.0,1969.0
1628503,Jamel,Artis,1993-01-12 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-7,213.0,0,Guard,1610612753,2017.0,2017.0
201600,Omer,Asik,1986-07-04 00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,7-0,255.0,3,Center,1610612740,2010.0,2017.0
355,Vincent,Askew,1966-02-28 00:00:00,Memphis,USA,Memphis/USA,6-6,210.0,,Guard,0,1987.0,1997.0
76068,Don,Asmonga,1928-02-15 00:00:00,Alliance,USA,Alliance/USA,6-2,185.0,,Guard,1610610024,1953.0,1953.0
76069,Richard,Atha,1931-09-21 00:00:00,Indiana State,USA,Indiana State/USA,6-2,190.0,7,Guard,1610612752,1955.0,1957.0
1088,Chucky,Atkins,1974-08-14 00:00:00,South Florida,USA,South Florida/USA,5-11,185.0,17,Guard,1610612765,1999.0,2009.0
76071,Chet,Aubuchon,1916-05-08 00:00:00,Michigan State,USA,Michigan State/USA,5-10,137.0,,Guard,1610610028,1946.0,1946.0
278,Stacey,Augmon,1968-08-01 00:00:00,UNLV,USA,UNLV/USA,6-8,213.0,2,Forward-Guard,1610612737,1991.0,2005.0
201571,D.J.,Augustin,1987-11-10 00:00:00,Texas-Austin,USA,Texas-Austin/USA,5-11,183.0,4,Guard,1610612745,2008.0,2023.0
200788,James,Augustine,1984-02-27 00:00:00,Illinois,USA,Illinois/USA,6-10,235.0,40,Forward,1610612753,2006.0,2007.0
1134,Ike,Austin,1969-08-18 00:00:00,Arizona State,USA,Arizona State/USA,6-10,288.0,,Center,0,1991.0,2001.0
76073,John,Austin,1944-08-31 00:00:00,Boston College,USA,Boston College/USA,6-0,170.0,34,Guard,1610612764,1966.0,1966.0
138,Anthony,Avent,1969-10-18 00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,240.0,30,Center,1610612749,1992.0,1999.0
76076,William,Averitt,1952-07-22 00:00:00,Pepperdine,USA,Pepperdine/USA,6-2,170.0,15,Guard,1610612746,1976.0,1977.0
1895,William,Avery,1979-08-08 00:00:00,Duke,USA,Duke/USA,6-2,180.0,30,Guard,1610612750,1999.0,2002.0
76078,Dennis,Awtrey,1948-02-22 00:00:00,Santa Clara,USA,Santa Clara/USA,6-10,235.0,20,Center,1610612756,1970.0,1981.0
1630555,Joel,Ayayi,2000-03-05 00:00:00,Gonzaga,France,Gonzaga/France,6-4,180.0,,Guard,0,2021.0,2021.0
202970,Gustavo,Ayon,1985-04-01 00:00:00,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,,,,,0,2011.0,2016.0
201965,Jeff,Ayres,1987-04-29 00:00:00,Arizona State,USA,Arizona State/USA,6-9,250.0,19,Forward-Center,1610612759,2009.0,2015.0
1629028,Deandre,Ayton,1998-07-23 00:00:00,Arizona,Bahamas,Arizona/Bahamas,7-0,250.0,22,Center,1610612756,2018.0,2023.0
101235,Kelenna,Azubuike,1983-12-16 00:00:00,Kentucky,United Kingdom,Kentucky/United Kingdom,6-5,215.0,4,Guard,1610612744,2006.0,2011.0
1628962,Udoka,Azubuike,1999-09-17 00:00:00,Kansas,Nigeria,Kansas/Nigeria,6-11,270.0,20,Center-Forward,1610612762,2020.0,2023.0
203569,Chris,Babb,1990-02-14 00:00:00,Iowa State,USA,Iowa State/USA,6-5,225.0,52,Guard,1610612738,2013.0,2014.0
202337,Luke,Babbitt,1989-06-20 00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-9,225.0,22,Forward,1610612740,2010.0,2017.0
76079,Milos,Babic,1968-11-23 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,7-0,240.0,00,Center,1610612739,1990.0,1991.0
76080,Johnny,Bach,1924-07-10 00:00:00,Fordham,USA,Fordham/USA,6-2,180.0,17,Forward,1610612738,1948.0,1948.0
1628407,Dwayne,Bacon,1995-08-30 00:00:00,Florida State,USA,Florida State/USA,6-6,221.0,8,Guard-Forward,1610612753,2017.0,2020.0
76081,Jim,Baechtold,1927-12-09 00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,6-4,205.0,10,Forward,1610612752,1952.0,1956.0
2053,Dalibor,Bagaric,1980-07-02 00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,7-1,290.0,11,Center,1610612741,2000.0,2002.0
76082,John,Bagley,1960-04-23 00:00:00,Boston College,USA,Boston College/USA,6-0,185.0,5,Guard,1610612739,1982.0,1993.0
1628963,Marvin,Bagley III,1999-03-14 00:00:00,Duke,USA,Duke/USA,6-10,235.0,35,Forward,1610612765,2018.0,2023.0
76084,Carl,Bailey,1958-04-23 00:00:00,Tuskegee,USA,Tuskegee/USA,7-0,210.0,21,Center,1610612757,1981.0,1981.0
76083,Gus,Bailey,1951-02-18 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-5,185.0,20,Guard,1610612745,1974.0,1979.0
76085,James,Bailey,1957-05-21 00:00:00,Rutgers,USA,Rutgers/USA,6-9,220.0,2,Forward,1610612760,1979.0,1987.0
1847,Thurl,Bailey,1961-04-07 00:00:00,North Carolina State,USA,North Carolina State/USA,6-11,247.0,41,Forward,1610612762,1983.0,1998.0
1753,Toby,Bailey,1975-11-19 00:00:00,UCLA,USA,UCLA/USA,6-6,213.0,11,Guard,1610612756,1998.0,2002.0
1858,Mark,Baker,1969-11-11 00:00:00,Ohio State,USA,Ohio State/USA,6-1,175.0,,Guard,0,1998.0,1998.0
2486,Maurice,Baker,1979-07-28 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-2,200.0,,Guard,0,2002.0,2004.0
76089,Norm,Baker,1923-02-17 00:00:00,Victoria,Canada,Victoria/Canada,6-0,180.0,,Guard,1610610025,1946.0,1946.0
1627758,Ron,Baker,1993-03-30 00:00:00,Wichita State,USA,Wichita State/USA,6-4,220.0,,Guard,0,2016.0,2018.0
452,Vin,Baker,1971-11-23 00:00:00,Hartford,USA,Hartford/USA,6-11,240.0,34,Forward,1610612760,1993.0,2005.0
1627735,Wade,Baldwin IV,1996-03-29 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,200.0,,Guard,0,2016.0,2018.0
1631116,Patrick,Baldwin Jr.,2002-11-18 00:00:00,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,6-9,220.0,7,Forward,1610612744,2022.0,2023.0
200764,Renaldo,Balkman,1984-07-14 00:00:00,South Carolina,USA,South Carolina/USA,6-8,225.0,,Forward,0,2006.0,2011.0
76090,Cedric,Ball,1968-04-16 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-8,210.0,44,Forward,1610612746,1990.0,1990.0
1630163,LaMelo,Ball,2001-08-22 00:00:00,Illawarra,USA,Illawarra/USA,6-7,180.0,1,Guard,1610612766,2020.0,2023.0
1629071,LiAngelo,Ball,1998-11-24 00:00:00,,USA,UCLA/USA,,,,,0,,
1628366,Lonzo,Ball,1997-10-27 00:00:00,UCLA,USA,UCLA/USA,6-6,190.0,2,Guard,1610612741,2017.0,2023.0
76091,Greg,Ballard,1955-01-29 00:00:00,Oregon,USA,Oregon/USA,6-7,215.0,42,Forward,1610612764,1977.0,1988.0
76092,Herschel,Baltimore,1921-06-21 00:00:00,Penn State,USA,Penn State/USA,6-4,195.0,,Forward,1610610034,1946.0,1946.0
1631094,Paolo,Banchero,2002-11-12 00:00:00,Duke,USA,Duke/USA,6-10,250.0,5,Forward,1610612753,2022.0,2023.0
1630217,Desmond,Bane,1998-06-25 00:00:00,TCU,USA,TCU/USA,6-5,215.0,22,Guard,1610612763,2020.0,2023.0
76093,Gene,Banks,1959-05-15 00:00:00,Duke,USA,Duke/USA,6-7,215.0,20,Forward,1610612759,1981.0,1986.0
2556,Marcus,Banks,1981-11-19 00:00:00,UNLV,USA,UNLV/USA,6-2,205.0,15,Guard,1610612738,2003.0,2010.0
76094,Ken,Bannister,1960-04-01 00:00:00,St. Augustine's,USA,St. Augustine's/USA,6-9,235.0,51,Forward,1610612752,1984.0,1990.0
76095,Mike,Bantom,1951-12-03 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-9,200.0,42,Forward,1610612754,1973.0,1981.0
1630625,Dalano,Banton,1999-11-07 00:00:00,Nebraska,Canada,Nebraska/Canada,6-7,204.0,45,Forward,1610612761,2021.0,2023.0
1627760,Cat,Barber,1994-07-25 00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,173.0,,Guard,0,2021.0,2021.0
76096,John,Barber,1927-06-27 00:00:00,California State-Los Angeles,USA,California State-Los Angeles/USA,6-6,210.0,25,Forward,1610612737,1956.0,1956.0
76097,Stephen,Bardo,1968-04-05 00:00:00,Illinois,USA,Illinois/USA,6-5,190.0,25,Guard,1610612742,1991.0,1995.0
200826,J.J.,Barea,1984-06-26 00:00:00,Northeastern,Puerto Rico,Northeastern/Puerto Rico,5-10,180.0,5,Guard,1610612742,2006.0,2019.0
76098,Cliff,Barker,1921-01-15 00:00:00,Kentucky,USA,Kentucky/USA,6-2,185.0,,Guard,1610610030,1949.0,1951.0
76099,Tom,Barker,1955-03-11 00:00:00,Hawaii,USA,Hawaii/USA,6-11,225.0,6,Center,1610612737,1976.0,1978.0
